Geography,Geographic Area Name,Total Population,Population (Male),Population (Female),Population (Under 5 years old),Population (5-9 years old),Population (10-14 years old),Population (15-19 years old),Population (20-24 years old),Population (25-34 years old),Population (35-44 years old),Population (45-54 years old),Population (55-59 years old),Population (60-64 years old),Population (65-74 years old),Population (75-84 years old),Population (85+ years old),Race (One Race),Race (Two or More Races),Race (one: white),Race (one: black or African American),Race (one: native American),Race (one: black or Asian),Race (one: Pacific Islander),Race (one: Other),Race (two+: white and black or African American),Race (two+: white and Native American),Race (two+: white and Asian),Race (two+: black and Native American,Race (Hispanic or Latino),Race (Not Hispanic or Latino)
1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",3266,1917,1349,142,243,202,160,246,580,606,388,212,228,175,51,33,3192,74,1014,194,24,281,0,1679,22,13,0,0,2369,897
1400000US06037191810,"Census Tract 1918.10, Los Angeles County, California",3188,1735,1453,164,191,73,204,319,734,671,529,73,68,123,39,0,3028,160,1429,348,130,71,25,1025,7,21,10,0,2244,944
1400000US06037191820,"Census Tract 1918.20, Los Angeles County, California",3615,1864,1751,183,83,49,189,330,1341,392,301,332,105,97,177,36,3238,377,1550,265,16,511,0,896,20,76,67,51,1193,2422
1400000US06037191901,"Census Tract 1919.01, Los Angeles County, California",3404,1833,1571,172,86,123,46,191,1386,640,409,104,80,43,48,76,3025,379,2027,321,28,235,0,414,191,40,25,0,634,2770
1400000US06037191902,"Census Tract 1919.02, Los Angeles County, California",2777,1421,1356,80,132,101,111,106,851,414,384,205,53,204,109,27,2643,134,2382,26,2,171,0,62,25,0,76,0,210,2567
1400000US06037192001,"Census Tract 1920.01, Los Angeles County, California",2209,1129,1080,67,90,32,60,89,619,392,314,31,79,208,146,82,2039,170,1554,136,30,239,0,80,4,38,29,0,287,1922
1400000US06037192002,"Census Tract 1920.02, Los Angeles County, California",2684,1426,1258,85,8,88,85,69,831,390,413,116,141,211,211,36,2437,247,2149,65,0,193,0,30,49,7,177,0,103,2581
1400000US06037192300,"Census Tract 1923, Los Angeles County, California",2428,1151,1277,96,37,21,43,49,718,418,244,254,164,234,106,44,2078,350,1585,26,0,373,0,94,45,7,30,0,443,1985
1400000US06037192410,"Census Tract 1924.10, Los Angeles County, California",4008,1758,2250,280,125,66,201,154,798,585,643,297,223,260,262,114,3698,310,2520,150,24,760,43,201,60,8,82,0,576,3432
1400000US06037192420,"Census Tract 1924.20, Los Angeles County, California",3949,1958,1991,276,217,104,132,367,991,741,465,156,71,315,114,0,3691,258,1169,229,83,1071,5,1134,90,6,78,0,1858,2091
1400000US06037192510,"Census Tract 1925.10, Los Angeles County, California",3981,2122,1859,348,178,272,94,233,630,705,762,185,189,299,78,8,3738,243,855,12,5,1682,20,1164,22,0,83,0,1898,2083
1400000US06037192520,"Census Tract 1925.20, Los Angeles County, California",5445,2662,2783,422,406,282,284,533,1063,830,551,241,238,497,37,61,5383,62,1289,124,11,875,46,3038,22,0,0,0,4046,1399
1400000US06037192610,"Census Tract 1926.10, Los Angeles County, California",3756,1969,1787,195,253,156,217,281,1189,418,364,117,104,357,88,17,3641,115,1339,144,0,294,0,1864,12,10,69,0,2432,1324
1400000US06037192620,"Census Tract 1926.20, Los Angeles County, California",3658,1798,1860,248,203,187,205,353,543,584,706,174,201,140,96,18,3641,17,766,133,0,933,0,1809,0,0,6,0,2443,1215
1400000US06037192700,"Census Tract 1927, Los Angeles County, California",3689,1814,1875,41,368,125,141,349,914,484,403,322,195,201,111,35,3471,218,1557,56,0,669,0,1189,34,32,10,0,2258,1431
1400000US06037194101,"Census Tract 1941.01, Los Angeles County, California",3463,1948,1515,71,85,167,39,200,665,766,596,110,219,247,251,47,3253,210,2601,293,0,279,0,80,54,8,62,0,273,3190
1400000US06037194102,"Census Tract 1941.02, Los Angeles County, California",2782,1526,1256,110,109,117,91,167,323,298,491,318,160,279,234,85,2680,102,2189,285,0,195,0,11,27,50,11,0,187,2595
1400000US06037194200,"Census Tract 1942, Los Angeles County, California",3504,1946,1558,126,125,203,70,82,474,509,778,402,159,396,132,48,3033,471,2713,54,18,215,0,33,199,0,81,0,147,3357
1400000US06037194300,"Census Tract 1943, Los Angeles County, California",3022,1742,1280,80,123,268,134,100,173,381,629,236,310,300,194,94,2932,90,2744,83,0,105,0,0,20,23,47,0,219,2803
1400000US06037194401,"Census Tract 1944.01, Los Angeles County, California",2571,1157,1414,39,36,48,7,64,956,621,184,150,110,180,72,104,2344,227,1836,146,42,206,0,114,48,0,27,0,411,2160
1400000US06037194402,"Census Tract 1944.02, Los Angeles County, California",3362,1881,1481,109,31,15,0,174,1096,689,367,356,57,273,114,81,3341,21,2871,32,0,426,0,12,0,0,21,0,135,3227
1400000US06037194500,"Census Tract 1945, Los Angeles County, California",2070,992,1078,143,89,30,51,80,468,352,253,99,116,197,144,48,1980,90,1546,155,5,223,0,51,40,0,38,0,158,1912
1400000US06037195100,"Census Tract 1951, Los Angeles County, California",5193,2803,2390,328,441,222,150,59,661,920,1002,380,287,423,148,172,4666,527,3841,40,23,659,0,103,36,37,267,0,928,4265
1400000US06037195201,"Census Tract 1952.01, Los Angeles County, California",3013,1512,1501,94,59,57,66,72,757,673,490,152,82,210,164,137,2846,167,2076,46,16,365,0,343,0,0,58,0,551,2462
1400000US06037195202,"Census Tract 1952.02, Los Angeles County, California",3252,1756,1496,216,103,146,90,71,788,605,546,141,215,152,128,51,3035,217,2416,81,0,348,24,166,11,0,72,0,574,2678
1400000US06037195300,"Census Tract 1953, Los Angeles County, California",2798,1447,1351,69,89,93,86,177,726,523,404,164,196,135,61,75,2726,72,1941,44,6,239,0,496,16,0,5,0,830,1968
1400000US06037195400,"Census Tract 1954, Los Angeles County, California",4359,2402,1957,126,116,67,177,133,1126,954,666,290,155,293,198,58,4077,282,2919,77,0,667,0,414,0,0,121,9,1046,3313
1400000US06037195500,"Census Tract 1955, Los Angeles County, California",5528,2516,3012,307,80,172,170,292,1451,1184,571,204,267,453,323,54,5078,450,2924,89,14,1001,0,1050,82,0,143,179,1498,4030
1400000US06037195600,"Census Tract 1956, Los Angeles County, California",2775,1405,1370,110,105,75,137,115,659,337,405,134,208,368,83,39,2646,129,1184,64,0,356,0,1042,0,0,55,0,1403,1372
1400000US06037195710,"Census Tract 1957.10, Los Angeles County, California",4588,2423,2165,130,171,268,243,362,1421,676,498,239,121,305,75,79,3959,629,1561,284,66,495,19,1534,402,46,48,0,2899,1689
1400000US06037195720,"Census Tract 1957.20, Los Angeles County, California",1809,1012,797,107,53,34,23,156,464,184,185,97,221,215,52,18,1586,223,679,18,0,218,11,660,61,5,73,0,1019,790
1400000US06037195802,"Census Tract 1958.02, Los Angeles County, California",2939,1428,1511,213,139,66,97,160,802,389,291,144,189,268,153,28,2874,65,782,86,19,696,0,1291,0,0,33,0,1591,1348
1400000US06037195803,"Census Tract 1958.03, Los Angeles County, California",2439,1349,1090,159,76,48,50,93,802,582,277,92,68,141,16,35,2227,212,1424,107,25,264,0,407,117,21,22,0,824,1615
1400000US06037195804,"Census Tract 1958.04, Los Angeles County, California",2533,1220,1313,82,170,17,89,83,769,401,372,125,112,111,90,112,2352,181,1124,187,32,368,18,623,18,16,83,0,1138,1395
1400000US06037195901,"Census Tract 1959.01, Los Angeles County, California",2392,1353,1039,60,13,64,75,116,683,436,342,145,83,236,71,68,2344,48,1437,16,28,448,0,415,0,0,20,0,831,1561
1400000US06037195902,"Census Tract 1959.02, Los Angeles County, California",2016,1165,851,297,29,72,12,127,432,445,313,88,73,113,3,12,1661,355,1326,45,0,157,0,133,10,20,77,0,277,1739
1400000US06037195903,"Census Tract 1959.03, Los Angeles County, California",1868,800,1068,70,34,49,86,117,564,243,315,85,133,66,87,19,1709,159,965,0,5,306,0,433,0,17,59,0,856,1012
1400000US06037197200,"Census Tract 1972, Los Angeles County, California",3708,1771,1937,247,61,92,216,206,640,539,620,207,150,312,255,163,3338,370,759,172,30,1285,0,1092,0,48,48,0,1712,1996
1400000US06037197300,"Census Tract 1973, Los Angeles County, California",4021,2248,1773,102,93,130,106,221,1191,719,432,271,147,423,103,83,3762,259,2246,75,0,686,30,725,0,24,150,0,1346,2675
1400000US06037197410,"Census Tract 1974.10, Los Angeles County, California",3887,1948,1939,226,126,95,71,84,761,824,695,311,164,274,217,39,3357,530,2572,123,36,321,10,295,140,44,123,0,1236,2651
1400000US06037197420,"Census Tract 1974.20, Los Angeles County, California",3587,1876,1711,170,99,98,167,240,1147,620,572,118,49,156,56,95,3409,178,1629,125,32,339,0,1284,107,22,0,0,1612,1975
1400000US06037197500,"Census Tract 1975, Los Angeles County, California",3884,2044,1840,135,125,157,81,155,1209,706,578,127,252,218,102,39,3771,113,1904,171,15,626,0,1055,38,0,38,0,1659,2225
1400000US06037197600,"Census Tract 1976, Los Angeles County, California",2201,1146,1055,64,38,42,89,81,745,300,339,110,104,132,89,68,1873,328,868,6,19,295,0,685,7,0,24,0,1157,1044
1400000US06037197700,"Census Tract 1977, Los Angeles County, California",5341,2488,2853,320,171,179,134,376,1704,631,511,241,208,514,243,109,4782,559,1783,117,120,2357,0,405,103,70,72,0,1317,4024
1400000US06037199001,"Census Tract 1990.01, Los Angeles County, California",2676,1259,1417,174,210,167,153,224,442,359,324,152,155,178,59,79,2626,50,612,0,6,1010,0,998,0,0,0,0,1594,1082
1400000US06037199002,"Census Tract 1990.02, Los Angeles County, California",2752,1455,1297,164,176,119,164,157,800,525,178,136,76,176,57,24,2731,21,1099,77,0,695,0,860,0,0,17,0,1598,1154
1400000US06037199110,"Census Tract 1991.10, Los Angeles County, California",3072,1651,1421,243,197,265,176,271,517,383,329,184,129,224,102,52,2811,261,841,10,20,111,0,1829,0,6,11,0,2801,271
1400000US06037199120,"Census Tract 1991.20, Los Angeles County, California",4127,1903,2224,232,270,291,345,286,753,544,355,328,145,239,135,204,3970,157,1292,201,0,929,13,1535,0,111,5,0,2925,1202
1400000US06037199201,"Census Tract 1992.01, Los Angeles County, California",3727,1874,1853,182,207,275,315,227,703,488,634,183,64,105,121,223,3572,155,419,0,110,1394,0,1649,0,0,0,0,2278,1449
1400000US06037199202,"Census Tract 1992.02, Los Angeles County, California",2910,1377,1533,139,109,115,191,256,513,296,353,156,138,433,159,52,2811,99,1434,41,81,324,0,931,8,0,6,0,1938,972
1400000US06037199300,"Census Tract 1993, Los Angeles County, California",4368,2060,2308,107,64,202,272,229,796,628,559,347,392,382,231,159,3999,369,1567,45,122,889,0,1376,0,14,24,0,2482,1886
1400000US06037199400,"Census Tract 1994, Los Angeles County, California",4857,2167,2690,365,197,380,293,533,643,668,680,449,229,268,118,34,4654,203,1457,196,0,1218,0,1783,113,11,67,0,3194,1663
1400000US06037199700,"Census Tract 1997, Los Angeles County, California",3006,1639,1367,113,86,160,70,269,725,308,476,164,183,243,122,87,2923,83,903,112,35,426,0,1447,0,0,13,0,2043,963
1400000US06037199801,"Census Tract 1998.01, Los Angeles County, California",3618,1870,1748,375,392,149,240,335,404,439,607,245,44,202,47,139,3618,0,482,18,306,1092,0,1720,0,0,0,0,2500,1118
1400000US06037199802,"Census Tract 1998.02, Los Angeles County, California",2419,1173,1246,149,164,183,95,112,319,393,255,130,185,180,131,123,2300,119,384,0,0,1328,0,588,0,0,0,0,1062,1357
1400000US06037199900,"Census Tract 1999, Los Angeles County, California",2687,1386,1301,155,166,185,155,191,533,331,318,103,103,232,179,36,2622,65,803,7,0,437,0,1375,0,0,0,0,2202,485
1400000US06037201110,"Census Tract 2011.10, Los Angeles County, California",2203,1103,1100,105,70,120,147,201,264,391,280,105,175,200,111,34,2119,84,781,76,30,345,0,887,0,0,0,0,1562,641
1400000US06037201120,"Census Tract 2011.20, Los Angeles County, California",4043,2107,1936,297,268,215,165,552,722,400,582,186,184,309,78,85,3767,276,1144,82,37,377,0,2127,0,0,0,0,3182,861
1400000US06037201200,"Census Tract 2012, Los Angeles County, California",2709,1434,1275,125,131,232,152,150,361,515,317,216,180,134,113,83,2474,235,1092,0,45,307,0,1030,0,0,16,0,2135,574
1400000US06037201301,"Census Tract 2013.01, Los Angeles County, California",4377,2428,1949,288,403,169,123,548,706,436,434,308,246,334,238,144,4071,306,1599,77,70,672,0,1653,0,24,0,0,3470,907
1400000US06037201302,"Census Tract 2013.02, Los Angeles County, California",4247,2164,2083,331,71,39,37,122,929,665,671,275,235,407,337,128,3927,320,1033,413,10,2063,0,408,139,17,71,1,863,3384
1400000US06037201401,"Census Tract 2014.01, Los Angeles County, California",4568,2106,2462,340,184,326,418,475,906,395,579,212,205,230,167,131,4259,309,1329,48,191,366,0,2325,13,8,44,47,3559,1009
1400000US06037201402,"Census Tract 2014.02, Los Angeles County, California",4800,2388,2412,171,277,342,230,299,667,448,607,321,304,483,434,217,4509,291,1915,25,28,731,0,1810,0,46,59,0,3654,1146
1400000US06037201501,"Census Tract 2015.01, Los Angeles County, California",5560,2897,2663,301,364,281,339,385,1039,593,743,325,302,427,179,282,5204,356,1897,63,84,397,0,2763,0,0,12,0,4527,1033
1400000US06037201503,"Census Tract 2015.03, Los Angeles County, California",3330,1659,1671,272,147,235,321,241,510,470,518,177,85,253,44,57,3072,258,1087,50,32,237,0,1666,0,0,0,0,2921,409
1400000US06037201504,"Census Tract 2015.04, Los Angeles County, California",2151,888,1263,136,142,99,202,131,358,199,307,110,113,231,65,58,1969,182,718,17,8,291,0,935,0,0,42,0,1639,512
1400000US06037201601,"Census Tract 2016.01, Los Angeles County, California",2445,1300,1145,53,122,170,277,195,362,342,249,157,127,232,87,72,2303,142,691,171,120,263,0,1058,3,0,2,0,1825,620
1400000US06037201602,"Census Tract 2016.02, Los Angeles County, California",2971,1370,1601,107,206,197,195,168,463,331,452,153,119,352,185,43,2836,135,881,0,50,341,0,1564,0,0,24,4,2513,458
1400000US06037201700,"Census Tract 2017, Los Angeles County, California",5194,2458,2736,167,153,143,838,747,862,577,634,162,196,309,322,84,4895,299,1635,404,21,992,20,1823,0,58,77,3,3090,2104
1400000US06037203100,"Census Tract 2031, Los Angeles County, California",4615,2138,2477,241,569,412,398,352,571,728,631,334,173,97,83,26,4276,339,1810,101,0,114,0,2251,0,0,9,0,4355,260
1400000US06037203200,"Census Tract 2032, Los Angeles County, California",5631,2934,2697,502,522,483,512,321,979,703,839,112,174,274,160,50,5506,125,2361,95,27,20,0,3003,0,0,10,0,5311,320
1400000US06037203300,"Census Tract 2033, Los Angeles County, California",1899,925,974,49,33,97,639,351,164,142,227,71,36,57,27,6,1773,126,976,194,21,132,0,450,8,8,0,26,1461,438
1400000US06037203500,"Census Tract 2035, Los Angeles County, California",3153,1540,1613,193,138,375,140,197,438,491,439,83,183,271,149,56,3105,48,1694,73,26,603,0,709,0,0,0,0,2288,865
1400000US06037203601,"Census Tract 2036.01, Los Angeles County, California",2943,1323,1620,129,102,221,159,229,598,225,359,241,264,180,117,119,2486,457,1255,11,97,0,0,1123,0,0,0,0,2932,11
1400000US06037203602,"Census Tract 2036.02, Los Angeles County, California",1873,815,1058,157,79,186,101,166,279,293,254,68,94,87,109,0,1859,14,1094,42,0,52,0,671,0,0,0,0,1728,145
1400000US06037203710,"Census Tract 2037.10, Los Angeles County, California",3636,1670,1966,318,196,172,431,433,402,375,575,162,166,190,182,34,3525,111,2106,14,0,16,0,1389,21,0,0,0,3563,73
1400000US06037203720,"Census Tract 2037.20, Los Angeles County, California",4014,1970,2044,233,340,419,294,322,621,491,489,175,200,292,89,49,3968,46,1621,0,133,14,93,2107,26,0,0,0,3945,69
