Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037503302,"Census Tract 5033.02, Los Angeles County, California",4813,2261,2781,2340,168,34,68,31,140,34.2,78810,88990
1400000US06037503401,"Census Tract 5034.01, Los Angeles County, California",5613,2963,3183,2518,346,43,39,0,237,33.2,98239,92311
1400000US06037503402,"Census Tract 5034.02, Los Angeles County, California",3050,1607,1808,1477,227,16,0,6,82,37,101756,110282
1400000US06037503501,"Census Tract 5035.01, Los Angeles County, California",5035,2679,3281,2584,418,0,26,132,121,28.9,68393,96357
1400000US06037503502,"Census Tract 5035.02, Los Angeles County, California",3454,1862,2152,1834,222,1,10,26,59,35.8,109340,102123
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",3408,1754,2032,1539,160,34,23,24,252,33.4,103750,118594
1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",3278,1692,2075,1623,127,53,0,37,235,36.3,126705,163452
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",3837,1925,2203,1819,232,17,6,41,88,34.5,66575,82059
1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",4406,2126,2612,2287,159,0,18,9,139,34,83664,96910
1400000US06037503704,"Census Tract 5037.04, Los Angeles County, California",4115,2143,2130,1467,270,26,0,30,337,38.7,66983,95350
1400000US06037503705,"Census Tract 5037.05, Los Angeles County, California",2528,1335,1411,1123,134,36,9,34,75,33.5,100284,118209
1400000US06037503801,"Census Tract 5038.01, Los Angeles County, California",3094,1684,1712,1362,179,57,12,0,102,32.5,87381,95933
1400000US06037503802,"Census Tract 5038.02, Los Angeles County, California",4370,2258,2821,2323,233,136,0,63,66,34.4,95101,106024
1400000US06037503901,"Census Tract 5039.01, Los Angeles County, California",1958,889,1111,971,71,5,0,28,36,30.3,107344,107572
1400000US06037503902,"Census Tract 5039.02, Los Angeles County, California",4327,2096,2529,2150,120,0,10,40,209,34,104841,119695
1400000US06037504001,"Census Tract 5040.01, Los Angeles County, California",5279,2878,2557,1701,116,60,432,74,174,23.9,52252,89799
1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",4522,2173,2687,1995,322,12,82,101,175,30.1,109500,121247
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",3923,2214,1989,1763,180,7,0,8,31,31.6,63047,76994
1400000US06037504200,"Census Tract 5042, Los Angeles County, California",5780,3008,2847,2256,298,27,8,44,214,33.4,54522,70543
1400000US06037530005,"Census Tract 5300.05, Los Angeles County, California",3139,1605,1441,1100,212,0,12,49,68,40.5,101750,113339
1400000US06037530006,"Census Tract 5300.06, Los Angeles County, California",3858,2065,2332,1690,325,153,98,0,66,39.4,73528,104027
1400000US06037530007,"Census Tract 5300.07, Los Angeles County, California",5279,2682,2924,2249,379,119,0,7,170,35.2,76816,91214
1400000US06037530101,"Census Tract 5301.01, Los Angeles County, California",4115,2350,2038,1441,236,83,54,23,201,32.6,44375,55218
1400000US06037530102,"Census Tract 5301.02, Los Angeles County, California",4172,2211,2262,1698,266,53,99,26,120,30.6,47941,72233
1400000US06037530202,"Census Tract 5302.02, Los Angeles County, California",3640,1927,2358,1796,166,141,41,11,203,30.1,83182,104566
1400000US06037530203,"Census Tract 5302.03, Los Angeles County, California",2175,1133,1246,885,143,85,51,12,70,37.5,48452,71967
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",3313,1740,2136,1750,165,102,19,19,81,33.3,71382,74846
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",1681,860,918,672,129,51,37,17,12,29.2,48056,62786
1400000US06037530302,"Census Tract 5303.02, Los Angeles County, California",5389,2606,2891,2240,303,248,0,58,42,33,45703,60013
1400000US06037530400,"Census Tract 5304, Los Angeles County, California",2810,1608,1279,909,232,29,16,27,66,28.7,45154,69780
1400000US06037530500,"Census Tract 5305, Los Angeles County, California",3243,1806,1911,1300,395,85,43,15,73,32.8,51941,62634
1400000US06037530603,"Census Tract 5306.03, Los Angeles County, California",3494,1780,1933,1520,141,112,72,39,49,32.4,66061,77927
1400000US06037530700,"Census Tract 5307, Los Angeles County, California",1653,871,1066,731,136,77,45,31,46,34.7,62841,79396
1400000US06037530801,"Census Tract 5308.01, Los Angeles County, California",4450,2232,2480,1741,189,179,85,56,230,33.1,52813,78982
1400000US06037530802,"Census Tract 5308.02, Los Angeles County, California",2451,1181,1462,1140,175,43,38,25,41,26.7,65227,73001
1400000US06037530901,"Census Tract 5309.01, Los Angeles County, California",3013,1583,1771,1406,89,177,36,21,42,29.4,53860,74865
1400000US06037530902,"Census Tract 5309.02, Los Angeles County, California",2933,1610,1459,958,115,191,149,26,20,34.7,34023,47495
1400000US06037531000,"Census Tract 5310, Los Angeles County, California",3691,1804,1999,1494,174,201,10,56,64,33.1,44918,60069
1400000US06037531101,"Census Tract 5311.01, Los Angeles County, California",4039,1909,2093,1411,358,138,41,71,74,32.4,56568,65631
1400000US06037531102,"Census Tract 5311.02, Los Angeles County, California",2295,1187,1299,970,77,111,50,27,64,26.6,38990,53971
1400000US06037531201,"Census Tract 5312.01, Los Angeles County, California",3575,1633,2047,1374,237,302,76,41,17,30.7,50568,64722
1400000US06037531202,"Census Tract 5312.02, Los Angeles County, California",3630,1588,1936,1298,335,167,22,14,100,32,51135,58020
